pard_name,exact_match,fuzzy_match,match_score,best_match
"CareMax Co., Ltd.",False,False,83,caremax co ltd
Carnamedica Sp z o o,True,True,100,carnamedica sp z o o
"Cascade Dafo, Inc",True,True,100,cascade dafo
CAVEX Holland BV,True,True,100,cavex holland bv
CDM Center of Excellence Ltd.,False,False,67,electro cap center
CDM Center of Excellence Ltd.,False,False,67,electro cap center
CDU,False,False,67,cmd
Cecil Amey Opticians,False,False,65,excel optics p
CEDAR DENTAL LABORATORIES LTD,False,False,77,helena laboratories
Cedarlane Corporation,True,True,100,cedarlane
Cedars-Sinai Medical Center,False,False,70,inter medical as
Cedic srl,True,True,100,cedic srl
Ceek Women's Health,False,False,68,woundel health care
CEFALY Technology,True,True,100,cefaly technology
"C.R. Bard, Inc.",True,True,100,c r bard
C.S.O srl,False,False,78,id co srl
"Pearl Diagnostics, Inc.",True,True,100,pearl diagnostics
Pearl Technology AG,True,True,100,pearl technology
Celf Creative Limited,False,False,64,uab 3d creative
Cell Marque Corporation,True,True,100,cell marque
Cepheid AB,True,True,100,cepheid ab
Ceramic Designs Laboratory LLP,False,False,60,homer ion laboratory co
Ceramic Studios Premier LTD,False,False,59,studio emi srl
Ceramisys Ltd,True,True,100,ceramisys
"Changshu Wilson Medical Devices Co., Ltd.",False,True,88,chengdu wision medical device co
"Changzhou Tongchuang Medical Instrument Technology Co., Ltd.",False,False,84,changzhou yonghua medical instruments co
"Changzhou Zhengyuan Medical Technology Co.,Ltd.",False,True,95,changzhou zhengyuan medical technology co
"Chembio Diagnostic Systems, Inc",False,True,85,ab diagnostic systems
Chemische Fabrik Dr. Weigert GmbH & Co. KG,True,True,100,chemische fabrik dr weigert gmbh co kg
Chengdu Cryo-Push Medical Technology Co Ltd,False,True,96,chengdu cryo push medical technology co
"Chengdu IXING Biotechnology Co., Ltd.",False,False,84,chang gu biotechnology co
"Chengdu Mechan Electronic Technology Co., Ltd.",True,True,100,chengdu mechan electronic technology co
"Chengdu Mediate Technology Co., Ltd",True,True,100,chengdu mediate technology co
"Chengdu Xinjin Shifeng Medical Apparatus & Instrument Co., Ltd.",True,True,100,chengdu xinjin shifeng medical apparatus instrument co
Cherry Dental Design Ltd,False,False,65,inno dental co
Cheshire Denture Clinic,False,False,58,coreline europe
"Chesterfield Dental Laboratories,",False,False,75,helena laboratories
Chesterfield Royal Hospital,False,False,60,cam hospital srl
CHETAN MEDITECH PVT LTD,True,True,100,chetan meditech pvt
Chiaro Technology Ltd,True,True,100,chiaro technology
Amity Limited,True,True,100,amity
Cegedim Rx Ltd,False,False,63,cedic srl
Pearl White Dental Laboratory,False,False,67,ral tecnica para el laboratorio
"Pearl, Inc.",True,True,100,pearl
"Chongqing Jinshan Science& Technology (Group) Co., Ltd.",False,False,76,chongqing yeasn science technology co
"Christie Medical Holdings, Inc",True,True,100,christie medical holdings
Chromsystems Instruments and Chemicals GmbH,False,False,66,cts chemical industries
Circassia AB,True,True,100,circassia ab
Clarius Mobile Health Corp,True,True,100,clarius mobile health
"Clinical Innovations, LLC.",True,True,100,clinical innovations
Clinomic Medical GmbH,False,True,87,medicap clinic
Coates and Grute Optometrists Ltd,False,False,58,cutler and gross
"College Park Industries, Inc.",True,True,100,college park industries
Collison Retail Limited,False,False,67,cwire retail holdings
Colonic Machines LLP,False,False,63,kahines concept
Communication and Power Industries Canada,False,True,94,communications power industries canada
Confident Orthodontics Ltd,False,False,83,modern orthodontics
Conlett Technology Inc,True,True,100,conlett technology
Cookson Precious Metals Ltd,True,True,100,cookson precious metals
Cooper Lyne Optics (Higham) Ltd t/a Higham Eye Care,False,False,49,jiangsu jumao x care medical equipment co ltd
"CorDx, Inc.",True,True,100,cordx
CoreMedTech ApS,False,False,74,gormedic aps
"CORITON INSTRUMENT CO., LTD.",True,True,100,coriton instrument co
Cosmo Technologies Ltd,False,False,83,biovo technologies
Cotronic Technology Ltd,True,True,100,cotronic technology
Creation Laboratory Ltd,False,False,76,laboratoires arion
Pearldent Dental Practice,False,False,64,metaux precieux dental
CHITOGEL LIMITED,True,True,100,chitogel
PEARLYGLOW INNOVATIONS LTD,False,False,73,innovations medical
Pearmine Health Ltd,True,True,100,pearmine health
Crosstex International Inc.,True,True,100,crosstex international
Crown 24 UK Ltd,False,False,56,microson s a u
"Cubelabs, Inc.",False,False,71,obelab
Cuviva AB,True,True,100,cuviva ab
"Cytek Biosciences, Inc.",True,True,100,cytek biosciences
D-SAM International,True,True,100,d sam international
"Daiya Industry Co., Ltd.",True,True,100,daiya industry co
Daniel Winston Limited,False,False,64,winsome lda
"Dansu-China Health Care Co., Ltd.",False,True,93,dansu china health care co ltd
Data Innovations LLC,False,True,88,asap innovations
Datt Mediproducts PVT. LTD.,False,False,72,fairmont medical products pty
DEAS Srl,False,True,93,dea srl
Deben Diagnostics Ltd,True,True,100,deben diagnostics
Deloris Private Limited,False,False,72,primus gloves private
dent a pharm Produktionsgesellschaft mbH,False,True,85,kaniedenta produktionsgesellschaft mbh
Dental Beauty Bow Ltd,False,False,69,basiq dental bv
Dental Beauty Bromley Limited,False,False,65,astron dental
Dental Manufacturing S.p.A,True,True,100,dental manufacturing s p a
Dentatus AB,False,False,75,uab unidentas
"Dentsply LLC, trading as DENTSPLY Caulk",False,False,55,krk ltd trading as anis dent
DERM TECH France,False,False,69,euro new tech
Dermaroller GmbH,False,False,67,dermaco
"Peek Health, S.A.",True,True,100,peek health
Cross Vetpharm Group UK Ltd (T/A Bimeda),False,False,56,anshi medical group co ltd
Peek Vision Limited,False,False,80,pelvision
PEEL AND GUDGIN LTD,False,False,57,a r guide in medical
DiaSys Diagnostic Systems GmbH,False,False,78,ab diagnostic systems
Dilon Technologies,False,True,86,biomin technologies
Direct Healthcare Group Sverige AB,True,True,100,direct healthcare group sverige ab
Disposable Cubicle Curtains Ltd T/A Hygenica,False,False,52,easy disposable hygienic supplies
Distributed Medical AB,True,True,100,distributed medical ab
DIXI Medical,True,True,100,dixi medical
DMV Corporation,True,True,100,dmv
Dongguan Aidisy Machinery & Electronic Equipment Co. Ltd,False,False,67,dongguan hems electronic technology co
"Dongguan Lingxin Technology Co., Ltd.",False,True,90,dongguan lingsheng technology co
"DongGuan LinSky Medical Device Technology Co., Ltd.",False,True,96,dongguan linsky medical device technology co ltd
"Double Care Medical Technology Co., Ltd",False,True,94,double care medical technology co ltd
Dr Rez dental,False,True,85,dürr dental se
Dr. Arabin GmbH & Co. KG,False,False,76,cardea gmbh co kg
Dr. August Wolff GmbH  & Co. KG,False,False,80,dr august wolff gmbh co kg arzneimittel
Dr. Fenyves und Gut Deutschland GmbH,True,True,100,dr fenyves und gut deutschland
DR. FRANZ KÖHLER CHEMIE GMBH,False,False,58,lee cooper france
Dr. Frigz International (PVT) Ltd.,False,False,80,t i g international
Dr. Gerhard Mann chem.-pharm. Fabrik GmbH,True,True,100,dr gerhard mann chem pharm fabrik
Dr. Jean Bausch GmbH & Co. KG,True,True,100,dr jean bausch gmbh co kg
Dr. Kleine Pharma GmbH,True,True,100,dr kleine pharma
Dr. Langer Medical GmbH,False,False,80,liger medical
Pegasus Med Ltd,False,False,74,medipeau
"Diagnostic Grifols, S.A.",True,True,100,diagnostic grifols
Pegavision Corporation,False,False,84,pelvision
Peili Vision Oy,False,False,76,body vision medical
"Dymedix Diagnostics, Inc",False,False,83,memed diagnostics
"e-LinkCare Meditech Co., Ltd.",False,True,92,e linkcare meditech co ltd
East Lancashire Hospitals NHS Trust,False,False,53,nsk dental italy s r l
East Sussex Healthcare NHS Trust,False,False,66,musicure in healthcare aps
Echosens,False,False,71,opsens
Eckart Klobe,False,False,64,lp care oe
Edward and Mark Coppen T/A St Oswald's Dental,False,False,59,dental planet di barozzini marco c s a s
"Egg Medical, Incorporated",False,True,87,bego medical
EKDANT LIMITED T/A NEW OCTAVIA DENTAL SURGERY,False,False,55,erk dental med tibbi̇ malz tur san ve ti̇c ltd şti̇
"Eko Health, Inc.",True,True,100,eko health
Elektronika i Elektromedycyna M.Lewandowski Sp.J.,False,False,59,elektro oxigén orvosi műszer és elektrotechnikai kft
Eli Lilly and Company_ Pharmaceutical Delivery Systems,False,True,99,eli lilly and company pharmaceutical delivery systems
Eltech srl,False,True,91,celltech srl
EMS Handels Gessellschaft m.b.H.,False,True,98,ems handels gesellschaft m b h
Enable Aid Limited,False,False,71,aidence
Enable Design Ltd,True,True,100,enable design
ENABLE INNOVATIONS s.r.l.,False,False,72,p + l innovations
EnamelX,False,False,71,zenamed
Encore Medical L.P.,False,False,78,creo medical s l u
Endeavour Predict Ltd,False,False,62,medfor products
Endo Tools Therapeutics S.A.,False,True,85,endo therapeutics
ENDO-FLEX GmbH,True,True,100,endo flex
Endocarts International Limited,True,True,100,endocarts international
"EndoClot Plus Co., Ltd.",True,True,100,endoclot plus co
Duearity AB,True,True,100,duearity ab
Pelican Healthcare Ltd,False,False,80,selvas healthcare
Pelvipro,False,False,71,pelvision
"EndyMed Medical Ltd.,",False,False,73,medical econet
"eNeura, Inc",True,True,100,eneura
ENTPROMED SAĞLIK ÜRÜNLERİ SAN. VE TİC. A.Ş.,False,False,83,pakten sağlık ürünleri san ve ti̇c a ş
"Epic International (Thailand) Co., Ltd.",True,True,100,epic international thailand co
EPIX Therapeutics Inc.,False,False,82,endo therapeutics
Epsilon,False,False,71,essilor
Eschenbach Optik GmbH,False,False,58,nk optik
Essilor International,True,True,100,essilor international
Establishment Labs S.A.,False,False,65,home habilis sas
ESTS (GB) Ltd,False,False,60,gc aesthetics
Etac Immedia A/S,False,False,71,ems medical a s
European Orthopaedic Centre,False,False,64,adco orthopaedics
EVER CROWN TRADING (HK) LIMITED,False,False,64,c p a mediterra trading
EVERSENS S.L.,False,True,87,eversens sl
"Everyway Medical Instruments Co., Ltd.",False,True,98,everyway medical instrument co
Eximo Medical Ltd.,True,True,100,eximo medical
Extremity Medical LLC,False,False,76,frei medical
Eyeonic Pty Ltd,False,False,70,evertone pty
EzyAs ABC stocking applicator company,False,False,56,empowered applications ab
F.H INDUSTRIE,False,False,77,ag industries
PEMAX Kunststoff GmbH,False,False,69,meditech kunststoff
Endocon GmbH,True,True,100,endocon
Penarth Dental Laboratory,False,False,65,instrumentation laboratory spa
Pencoed Dental Laboratory,False,False,69,no7 contact lens laboratory
"FEEL TECH BIO Co., Ltd.",False,False,74,wuxi ea bio tech co
Ferring Pharmaceuticals A/S,True,True,100,ferring pharmaceuticals a s
Finetech Medical Limited,False,False,81,betatech medical
FIOCCHETTI SCIENTIFIC S.R.L.,True,True,100,fiocchetti scientific s r l
FKG Dentaire Sàrl,False,False,69,ugin dentaire
FLAEM NUOVA S.p.A,False,False,81,flaem nuova spa
Fogless International AB,True,True,100,fogless international ab
Footmender AB,True,True,100,footmender ab
Fosanis GmbH,True,True,100,fosanis
"Foshan Gaunying Electronics Co., Ltd.",False,False,77,samsung electronics co
"Foshan Vohom Technology Co., Ltd.",False,False,77,foshan xinbao technology co ltd
Fresenius Kabi AG,True,True,100,fresenius kabi
"Fudakang Industrial Co.,Ltd",False,False,78,3d industrial imaging co ltd
"Fujian Kang Chen Daily Necessities Co., Ltd.",False,False,53,shanghai chenguang medical technologies co
"Full Vision, Inc",True,True,100,full vision
"Fussen Technology Co.,Ltd.",False,True,91,fussen technology co
G and H Wire Company,False,False,58,b webber and
G SHAW AND SONS LTD,False,False,59,in log s a s
G-V LLC DBA ANJON,False,False,68,g v llc dba anjon medical devices
"Gambro UF Solutions, Inc. trading as Baxter Plymouth Research Centre",False,False,49,arthrex trauma inc dba advanced orthopaedic solutions
PendraCare International BV,False,True,94,pendracare international
FareTec Inc,True,True,100,faretec
Penlan Healthcare Limited,False,False,82,selvas healthcare
PENLON LIMITED,True,True,100,penlon
"GE OEC Medical Systems, Inc",True,True,100,ge oec medical systems
"Genadyne Biotechnologies, Inc.",False,False,72,genereach biotechnology
General Medical Merate S.p.A.,True,True,100,general medical merate s p a
"GENORAY Co., Ltd.",True,True,100,genoray co
Geotek Medikal ve Saglik Hiz. Tic. San. Ltd. Sti,False,False,78,alpler medikal ve saglik tic ltd sti
Geratherm Medical AG,True,True,100,geratherm medical
Geratherm Respiratory GmbH,True,True,100,geratherm respiratory
GERGONNE INDUSTRIE,False,False,78,euromed industries
German Medical Technology (Beijing) Co. Ltd.,False,True,86,beijing eternal medical technology co
Germitec,False,False,80,s a germitec
GERMO S.p.A.,False,False,80,imo s p a
Gestenco International AB,True,True,100,gestenco international ab
Gethin Jones T/A Moorside Dental Practice,False,False,56,peridenta care dental produkte e k
Getinge Disinfection AB.,True,True,100,getinge disinfection ab
Glaukos Corporation,True,True,100,glaukos
Glisten Dental Technology Ltd,False,True,86,lightmed dental technology
GluStitch Inc.,True,True,100,glustitch
Glycar S.A,False,False,71,glaucare
Good-Lite Corporation,True,True,100,good lite
GrandVision Supply Chain B.V.,True,True,100,grandvision supply chain
PENTA ARZNEIMITTEL GmbH,True,True,100,penta arzneimittel
GCMEDICA ENTERPRISE LTD.(WUXI),True,True,100,gcmedica enterprise ltd wuxi
PentaBase A/S,False,False,64,heka dental a s
PENTAFERTE ITALIA s.r.l.,False,True,86,pentaferte italia srl
"Guangdong JINME Medical Technology Co., Ltd.",False,True,91,guangdong hongke medical technology co
"Guangzhou Deaou Bio-technology Co., Ltd.",False,True,87,guangzhou deaou gene technology co
"Guangzhou Longest Medical Technology Co., Ltd.",True,True,100,guangzhou longest medical technology co
Guilin Refine Medical Instrument Co Ltd,False,True,90,guilin refine medical instrument co ltd
"Guilin Yikeshi Medical Instrument Co., Ltd.",False,False,83,guilin woodpecker medical instrument co
H Robotics Inc.,False,False,83,rehab robotics
h/p/cosmos sports and medical gmbh,False,True,93,h p cosmos sports medical
Haemopharm Biofluids S.r.l.,False,False,63,apharm s r l
Hager & Meisinger GmbH,True,True,100,hager meisinger
Hamilton Thorne Inc,False,False,70,hamilton
Hampton Surgical Industries,False,False,77,surgicell industries
HANGZHOU FUYANG HONGWEI METAL PRODUCT LIMITED COMPANY,False,False,64,changzhou major medical products co ltd
"Hangzhou Genesis Biodetection and Biocontrol Co., Ltd.",False,False,59,new gene hangzhou bioengineering co
"Hangzhou Headway Medical Equipment Co., Ltd.",False,False,82,life medical equipment guangzhou co;ltd
"Hangzhou Hengsheng Medical Technology Co.,Ltd.",False,True,87,hangzhou hawk medical technology co ltd
"HANGZHOU SHUJIE HYGIENE PRODUCTS CO., LTD",False,False,71,hangzhou zhiwu medical product co
"Hangzhou Sino-Europe Biomedical Science Park Co., Ltd.",False,False,64,zeda precision hangzhou biopharmaceutical co
"Hanson Medical, Inc",False,True,93,hansol medical
ICU Medical  Australia Pty Limited,False,False,84,cyclomedica australia pty
"GRI Medical & Electronic Technology Co., Ltd",True,True,100,gri medical electronic technology co
Pentapharm AG,False,False,70,capnopharm
"PENTAX of the Americas, Inc.",False,True,87,pentax of america
Health Equipment Denmark Aps,False,True,92,health equipment denmark
"HEALTH PLUS (SHANGHAI) INTERNATIONAL CO., LTD.",False,True,95,health plus shanghai international co ltd
HeartSine Technologies Ltd,False,True,86,heartfelt technologies
"Heartway Medical Products Co., Ltd.",False,True,94,heartway medical products
Helioscopie,True,True,100,helioscopie
Hemonart Medikal Sistemler San. Tic. A.Ş,False,True,92,hemonart medikal sistemler sanayi ticaret a ş
"Hetaida Technology Co., Ltd.",True,True,100,hetaida technology co
Hinze Optoengineering GmbH & Co. KG,False,False,77,heine optotechnik gmbh co kg
Histon Dental Clinic,False,False,71,itena clinical
HISURGICO,False,False,82,surgicon
"Hologic, Inc.",True,True,100,hologic
Hospidex SAS,False,False,78,hospidex nv
"Hu-Friedy Mfg. Co.,LLC",False,False,65,hu friedy manufacturing co
"Huaian Tianda Medical Instruments Co., Ltd.",False,True,86,hunan vathin medical instrument co
"Huizhou Videya Technology Co., Ltd.",True,True,100,huizhou videya technology co
"Hunan Runmei Gene Technology Co., Ltd.",True,True,100,hunan runmei gene technology co
"Hunan Triplex Precision Medical Devices Co., Ltd.",False,False,76,jingfang precision medical device shenzhen co
HYPNO VR SAS,True,True,100,hypno vr sas
"I-Ming Sanitary Materials Co., Ltd.",False,True,93,i ming sanitary materials co ltd
Ian Hammerton Private Prosthetics Dental Laboratory,False,False,59,tin lok dongguan dental laboratory co
Hartwell Medical LLC,True,True,100,hartwell medical
Pentax UK Ltd,False,False,67,ukens dental
"Penumbra, Inc.",True,True,100,penumbra
A C Cossor & Son (Surgical) Ltd,False,True,90,ac cossor and son surgical
Accucise Diagnostics Inc.,False,False,82,cc diagnostics
"Accutron, Inc.",False,False,71,acuson
Advanced Molecular Diagnostics LTD.,True,True,100,advanced molecular diagnostics
Advanced Ophthalmic Innovations Pte. Ltd.,True,True,100,advanced ophthalmic innovations pte
Advanced Ophthalmic Systems Limited,True,True,100,advanced ophthalmic systems
Advanced Oral Care Ltd,False,False,76,advanced pharma srl
"Advanced Sterilization Products, Inc.",True,True,100,advanced sterilization products
Advanced Vascular Dynamics,False,False,71,advanced molecular diagnostics
Advanced Vehicle Concepts Limited,False,False,68,advanced medical balloons
AdvancedCPR Solutions® LLC,False,False,81,advanced medical solutions
AirLife Finland Oy,True,True,100,airlife finland oy
"ALCARE Co., Ltd.",True,True,100,alcare co
Align Technology Inc.,True,True,100,align technology
Alimed Inc.,False,False,83,maimed
Alimetry Ltd.,True,True,100,alimetry
AliveCor Inc.,False,False,71,alsico
AliveDx Suisse SA,False,False,67,ulisse biomed s p a
All Care Dental Laboratory,False,False,71,aurena laboratories ab
Altomed Ltd,True,True,100,altomed
Alton (Shanghai) Medical Instruments Company Limited,False,True,96,alton shanghai medical instruments co
altona Diagnostics GmbH,False,False,81,co diagnostics
Altris Inc.,False,False,77,altrium
Amann Girrbach AG,True,True,100,amann girrbach
Amanta Healthcare Ltd.,True,True,100,amanta healthcare
"PeopleBio, Inc.",False,False,74,plexbio co
Pepper medical,False,True,86,vesper medical
AMAZIAH LTD,False,False,60,ami
Ambridge Ceramics,False,False,65,fine art ceramics
Ambroise Holland B.V.,True,True,100,ambroise holland
Ambry Genetics,False,False,74,genetic s p a
Ambu A/S,True,True,100,ambu a s
AMC Pharma Ltd,False,False,84,nm pharma
AMD Medicom Inc.,False,False,78,medicom
Amdecc Ltd,False,False,73,a dec
Amedtec Medizintechnik Aue GmbH,True,True,100,amedtec medizintechnik aue
Amenity Health Inc,False,False,74,health beauty
American Diagnostic Corporation,True,True,100,american diagnostic
American Orthodontics Corp,True,True,100,american orthodontics
American Safety Power Tool PVT Ltd,True,True,100,american safety power tool pvt
American Surgical Company,True,True,100,american surgical
American Well Corporation Limited Ireland,False,False,61,sceneray corporation limited
Amery House Dental Practice,False,False,65,code of practice ab
Ames Medical Prosthetic Soulutions SAU,False,True,99,ames medical prosthetic solutions sau
amg International GmbH,True,True,100,amg international
AMI INC.,True,True,100,ami
AMI Italia S.r.l,False,True,88,a m i italia s r l
AMI Medical Ltd,True,True,100,ami medical
Amico Mobility Solutions Corp,True,True,100,amico mobility solutions
Amimon Inc.,True,True,100,amimon
amin dental,False,False,80,baumann dental
"AMITOFO CO., LIMITED",False,False,67,amtec co
Peptonic Medical AB,False,True,91,peptonic medical
Peptonic Medical Israel Ltd,False,False,82,peptonic medical
Amman Pharmaceutical Industries Company,True,True,100,amman pharmaceutical industries
"Ammex-Weida (Hubei) Health and Safety Products Co., Ltd",False,False,66,sesmed healthcare products cambodia co
AMO Groningen B.V.,False,False,64,group akm ni
AMO Ireland,True,True,100,amo ireland
"AMO Manufacturing USA, LLC.",True,True,100,amo manufacturing usa
AMO Uppsala AB,True,True,100,amo uppsala ab
Amoena Medizin-Orthopädie-Technik GmbH,False,False,70,alianza techniques d'orthopedie
Appasamy Ocular Devices (P) Ltd,True,True,100,appasamy ocular devices p
"Ataraxis Medical Supply Co., Ltd.",True,True,100,ataraxis medical supply co
"Auckland Medical Polymer (Tianjin) Co., Ltd.",False,False,68,biochip langdao tianjin medical technology
"Avalign Technologies, Inc.",False,True,87,attain technologies
Avantsonic Technology Co. Ltd,False,True,86,avantsonic technology co ltd
"AVINENT IMPLANT SYSTEM, S.L.U.",True,True,100,avinent implant system s l u
BDC Dental Corporation Ltd.,False,False,80,cms dental
"Beijing Choice Electronic Technology Co., Ltd.",False,False,76,beijing eternity electronic technology co ltd
"Beijing OriginPoly Bio-Tec Co., Ltd.",False,False,73,beijing datsing bio tech co
"Beijing OriginPoly Bio-Tec Co., Ltd.",False,False,75,beijing datsing bio tech co
"Beijing Ruicheng Medical Supplies Co., Ltd",True,True,100,beijing ruicheng medical supplies co
"Beijing Sappho Technology Co., Ltd.",False,True,87,beijing smart technology co
"Beijing Sincoheren Science and Technology Development Co., Ltd.",False,False,80,beijing fule science technology development co
Perceive International,False,False,83,pendracare international
"Beijing Smart Technology Co.,Ltd",False,True,93,beijing smart technology co
"Beijing Stelle Laser Technology Co.,Ltd.",True,True,100,beijing stelle laser technology co ltd
"Beijing Taijieweiye Technology Co., Ltd.",True,True,100,beijing taijieweiye technology co
Beijing taktvoll technology co. ltd,False,False,77,beijing unt technology co
Beijing Unidiag Technology Inc.,False,False,82,beijing unt technology co
"Beijing Wanliandaxinke Instruments Co.,Ltd,",False,False,72,beijing mindray medical instrument co
"Beijing Zhongyan Taihe Medical Instrument Co., Ltd",True,True,100,beijing zhongyan taihe medical instrument co
Belimed AG,True,True,100,belimed
Belkin Vision Ltd,True,True,100,belkin vision
Bellamy Eyecare,False,False,58,deltacare
Bellamy Eyecare (Irthlingborough),False,False,53,linde homecare belgium
Bellco S.r.l.,True,True,100,bellco s r l
Belle Vue Dental Laboratory,False,False,70,helena laboratories
BELLINGER A/S,False,False,67,gabel s r l
Bellman & Symfon Group AB,False,False,65,gama group a s
Belmont Dental Lab,False,False,69,access dental lab
Biomet Sports Medicine,False,False,83,computer sports medicine
"Bluegrass Vascular Technologies, Inc.,",False,True,94,bluegrass vascular technologies
BRUMABA GmbH & Co.KG,False,False,81,bergmann gmbh co kg
C.B.M. s.r.l. Medical Equipment,False,False,79,b j zh f panther medical equipment co
Careplus (M) Sdn Bhd,True,True,100,careplus m sdn bhd
Cattani S.p.A,True,True,100,cattani s p a
Cavagna Group SpA,False,False,83,cavagna group s p a
Diva Smile,False,False,67,damie
Percussionaire Corporation,True,True,100,percussionaire
"Peregrine Surgical, LLC",True,True,100,peregrine surgical
"CG Bio CO., Ltd.",True,True,100,cg bio co
"Chien Ti Enterprise Co., Ltd.,",False,True,92,chien ti enterprise co
"Clark Laboratories, INC., dba Trinity Biotech USA",False,False,58,bio rad laboratories
"Conant Optics (Jiangsu) Co., Ltd.",False,True,92,conant optics jiangsu co ltd
Cosmed Srl,True,True,100,cosmed srl
"Cosmedent, Inc.",False,False,80,siamdent co
"Creative Biosciences (Guangzhou) Co., Ltd.",True,True,100,creative biosciences guangzhou co
DEBx Medical BV,True,True,100,debx medical bv
"Dental Engineering Laboratories, LLC Trading as `Plan B Dental`",False,False,60,lean innovations trading engineering
Dentsply Industria e Comercio Ltda.,True,True,100,dentsply industria e comercio ltda
DESU MEDİKAL ÜRÜNLERİ VE TIBBİ CİHAZLAR SAN. VE TİC A.Ş,False,False,76,oltre medi̇kal ve elektroni̇k ci̇hazlar san ve ti̇c a ş
Devroye Instruments SRL,False,False,76,pisces eye instruments
DiaSorin Inc.,False,False,73,diasorin s p a
"DiaTrust Medical Co., Ltd.",False,False,79,clarus medical
Dignitana AB,False,False,70,nitab ab
Dignity Care Network,False,False,61,dentek oral care
Digostics Ltd,True,True,100,digostics
Dilon Medical Technologies Ltd.,True,True,100,dilon medical technologies
"DINA-HITEX, spol. s r.o.",True,True,100,dina hitex spol s r o
Ding Yuan Dental Lab Ltd,False,False,72,final dental lab
DIO Corporation,True,True,100,dio
Diomed Developments Ltd,True,True,100,diomed developments
Perfect 32,False,False,60,perspectum
Perfection Plus Ltd,True,True,100,perfection plus
"Diversatek Healthcare, Inc",True,True,100,diversatek healthcare
Diversey Europe Operations B.V.,True,True,100,diversey europe operations
Diversey Ltd,False,False,57,delsys
Divine Dentures Limited,False,False,67,direct dentaire
DJ Ceramics and Denture Studio,False,False,62,j b implant and dental ceramics
DJM dental laboratory ltd,False,False,67,dermadry laboratories
DJO France SAS,False,False,83,djo france
"DJO, LLC",True,True,100,djo
DLAB Scientific Company Ltd,False,True,86,3b scientific
DLS MEDICAL,False,True,92,delos medical
DM Dental Laboratory Ltd,False,False,68,dermadry laboratories
DM Orthotics ltd,True,True,100,dm orthotics
DName-iT Holdings Limited,True,True,100,dname it holdings
DNH Digital Guides Services Limited,False,False,65,dia lab services s r l
DO-ALL Corp.,False,False,67,allyon
Do.Tobell S.r.l,False,False,79,do tobell srl
"DOC Brands, Inc",False,False,76,movi brands
Dr. Mach GmbH & Co KG,False,False,84,dr lüschow gmbh co kg
Dragerwerk AG & Co. KGaA,False,True,98,drägerwerk ag co kgaa
East End Orthodontics,False,False,78,db orthodontics
"EndoClot Plus, Inc.",True,True,100,endoclot plus
F.L. MEDICAL s.r.l. Unipersonale,True,True,100,f l medical s r l unipersonale
FAMED Żywiec Sp. z o.o.,False,False,69,medin sp z o o
FAMICA INTERNATIONAL CO. LTD.,True,True,100,famica international
"Famidoc Technology Co., Ltd.",False,False,84,taidoc technology
FEELLIFE HEALTH INC.,True,True,100,feellife health
Performance Health Int,False,True,90,performance health
Performance Health Supply LLC,True,True,100,performance health supply
Pergo Medikal ve Ilac Sanayi A.S.,True,True,100,pergo medikal ve ilac sanayi a s
"Genetron Health (Beijing) Co., Ltd.",False,False,69,beijing zhenhealth technology co
Gerium Medical Ltd.,False,False,83,eu medical
Glenbio Ltd.,True,True,100,glenbio
Graphic Controls Acquisition Corp d.b.a. Nissha Medical Technologies,False,False,69,graphic controls d b a nissha medical technologies vermed biomedical innovations
"Grifols Diagnostic Solutions, Inc",True,True,100,grifols diagnostic solutions
Haleon Medical Devices,False,False,84,medbone medical devices
Hart Biologicals Ltd,True,True,100,hart biologicals
"Heng Rong (Xiamen) Plastic Products Co., Ltd.",False,False,73,xiantao city songqing plastic products co
"Hengshui Gangsheng Medical Instruments Co., Ltd.",False,False,76,hengshui zhukang medical instrument co
hill opticians limited,False,False,67,thinoptics
Hill-Rom S.A.S.,True,True,100,hill rom s a s
Hill-Rom Services Private Ltd.,False,True,91,hill rom services pte
"Hill-Rom, Inc.",False,False,73,hill rom s a s
Hilotherm GmbH,False,False,63,hospithera
HiMedia Laboratories Private Ltd.,False,True,92,himedia laboratories pvt
Himedico LTD,False,False,80,medicom
Hinckley V E Limited,False,False,75,scd hinckley
Hindhead Dental Laboratory,False,False,67,final dental lab
HL Healthcare Ltd,True,True,100,hl healthcare
HLW Dentalinstruments GmbH,False,True,86,lead dental instruments
HMC Premedical S.p.A,True,True,100,hmc premedical s p a
HMP Enterprises Inc,False,True,87,kem enterprises
HMT Medizintechnik GmbH,True,True,100,hmt medizintechnik
PostopQRS Ltd,False,False,71,posos
Perimed AB,False,True,86,apriomed ab
Perimom Ltd,False,False,73,prim
Abbott Laboratories Diagnostics Division,False,False,71,abbott diagnostics scarborough
"Airflo (Xiamen) Medical Co., Ltd.",True,True,100,airflo xiamen medical co
AIRS Medical Inc.,True,True,100,airs medical
Airsonett UK Ltd,False,False,75,airsonett ab
"AirStrip Technologies, Inc",True,True,100,airstrip technologies
Aiste Bliudziute,False,False,55,astra biotech
AIT Austrian Institute of Technology GmbH,False,False,76,industrial technology research institute
AITCH DENTAL LABORATORY,False,False,69,laboratoire d'etalons d'activite
AIVF Ltd,True,True,100,aivf
AJ IMPLANT AND PROSTHETICS DENTAL LAB LTD,False,False,70,implant protesis dental 2004 s l
Amar Chidipothu,False,False,56,ortho arch
