pard_name,match_found
Kristaline Ltd,False
KroniKare Pte. Ltd.,False
KSG MEDICARE SDN BHD,False
"KUB TECHNOLOGIES, INC. dba KUBTEC",False
KUBE INNOVATION INC,False
Kulzer GmbH,True
"Kunshan Aoshida Electric Technology Co., Ltd.",False
Kunststoffwerk Kremsmunster GmbH,False
Kuraray Noritake Dental Inc. Kurashiki,False
Kuraray Noritake Dental Inc. Miyoshi,False
"Kurin, Inc.",True
Kuros Biosciences B.V.,False
Kustomer Kinetics Inc.,True
Kvikna Medical ehf,True
"KWANG YANG MOTOR CO.,LTD.",False
Kylane laboratoires SA,False
Kyle Couttie Ceramics,False
Kymco Uk Ltd,False
"Kyra Medical, Inc.",True
L & T Denture Laboratory Ltd,False
L. Molteni & C. dei F.lli Alitti Società di Esercizio SpA,False
L.B.F.Dental Laboratory,False
L.O.C. MANUFACTURING LIMITED,False
L'Amy America,True
L&R Medical UK Ltd,False
L&R USA Inc.,False
L2S2 Ltd,False
La Pointique Int'l Ltd.,False
Lab 11 Ortho,False
Lab 194 Ltd,False
Lab 53 Ltd,False
Lab Kinetics LLC,False
Lab-Med Ltd,False
Lab-Serv Ltd,False
Labomar S.p.A. a socio unico,False
Labomar S.p.A. a socio unico,False
Laboratoire Aguettant,False
Laboratoire de la Mer,True
LABORATOIRE HRA PHARMA,True
LABORATOIRE HUCKERT'S INTERNATIONAL,True
Laboratoire L'Ideal Parisien sp. z o.o.,False
Laboratoire UNITHER,False
Laboratoire Urgo SAS,False
Laboratoires Anios,True
Laboratoires Biotic Phocea,True
"Laboratoires Bodycad, Inc.",False
LABORATOIRES FILL-MED,True
LABORATOIRES FILL-MED MANUFACTURING S.A.,True
Laboratoires Quinton International S.L.,True
Laboratoires Théa S.A.S.,False
Laboratoires VIVACY,True
Laboratorios Grifols SA,False
Laboratorios Indas,False
"Laboratorios Liconsa, S.A.",True
Laboratory Arts Ltd,False
Laboratory Corporation (LabCorp) of America Holdings,False
Laborie Medical Technologies Corp.,True
Laborie Medical Technologies. Corp.,False
Labrida AS,True
Labstyle Innovations Ltd.,False
Labtech Dental Laboratory Ltd,False
Labtech Kft.,False
"Labtician Ophthalmics, Inc",True
Labwise Dental,False
LACAR MDX Technologies S.A.,False
"Lacey Manufacturing Company, LLC / Boston EndoSurgical Technologies",False
Laerdal Medical AS,True
Laerdal Medical Limited,False
Lafayette Instrument,True
"Lagis Enterprise Co., Ltd.",False
Lake Region Medical,True
Lake Region Medical Ltd.,True
Lakeland Orthotics Limited,False
Lakeside Orthodontic Laboratory,False
Lakeside Orthodontics,False
Lambeg Dental Laboratory,False
LAMEDITECH,False
Lamidey Noury Medical,True
Laminate Medical Technologies Ltd,True
Lancashire Teaching Hospitals NHS Foundation Trust,False
Lancashire Teaching Hospitals Specialist Mobility Rehabilitation Centre,False
Lance Holmes Dental Laboratory Ltd,False
LANDANGER SAS,False
Lang-Stereotest AG,True
Langlands Road Dental care,False
Langrick and Coe Ltd,False
Langsteiner sp.zo.o.,False
Lansinoh Laboratories Sağlık Gereçleri Tasarım San. Tic. Ltd. Şti,False
"Lansion Biotechnology Co.,Ltd.",False
Lantor (UK) Ltd,False
"Lanzhou Seemine SMA Co., Ltd.",True
LAP GmbH Laser Applikationen,True
LaproSurge Ltd,False
Larident S.R.L,False
Lars Christensen Orthodontics Ltd,False
Laryngograph Ltd,False
Lascod Spa,False
Laser Lipo Limited,False
LASERING SRL,False
Lasting Impressions Limited,False
Latvia MGI Tech SIA,False
Laurel Dental Practice Limited,False
Laurence Butler Ltd,False
laurence chrisp ceramics,False
"Laurypath, a subsidiary of Epredia",False
Lawrence Gaunt Opticians,False
Laxmi Dental Export Private Limited,False
LCCS Products Limited,False
LCJ Dental Lab,False
LDBIO Diagnostics,True
LDN Labor Diagnostika Nord GmbH & Co. KG,True
LDR Medical SAS,False
Leaf Dental Laboratory Ltd,False
Leamington Spa VE Ltd,False
Leca Dental Laboratory,False
LED SpA,True
LED SpA,True
Lee Mullins RDT,False
Leeds Dental Institute Dental Laboratories,False
Legency Remedies Private Ltd.,False
"Leggero, LLC",False
Leica Biosystems Imaging Inc.,False
Leica Biosystems Melbourne Pty Ltd,True
Leica Biosystems Newcastle Ltd,True
Leica Biosystems Nussloch GmbH,False
Leica Biosystems Richmond Inc.,False
Leica Microsystems (Schweiz) AG,False
Leica Microsystems GmbH,False
Leica Microsystems NC Inc.,False
Leigh Dental Practice Ltd T/A New River Dental,False
Leightons Clapham Limited,False
Leightons Insight Limited,False
Leightons Limited,False
Leina-Werke GmbH,True
Leisegang Feinmechanik-Optik GmbH,False
Leixir Resources Private Limited,False
"LeMaitre Vascular, Inc.",False
Lemon Medical GmbH,True
Lenexa Medical Pty Ltd,False
"Lenjoy Medical Engineering, Inc.",False
"LENSAR, Inc.",False
LENSTEC BARBADOS INC,False
Lenstec Optical Group Ltd,False
Lentismed,False
Lentismed d.o.o.,False
Lenus Health Ltd,False
"Leo Medical Co., Ltd.",False
Leon Corns  Trading as Leon Corns Denture Service,False
Leone S.p.A.,True
Leonhard Lang GmbH,True
"Lepu Medical Technology (Beijing) Co., Ltd.",True
Lepzi Diagnostika Ltd,False
"Lerado Zhongshan Peaceful Cove Business Trading Co., Ltd.",True
Lernapharm (Loris) Inc,True
LESLEY CREE OPTICIANS,False
Levabo ApS,True
"Lewa-Dental, Feinmechanik GmBH & Co. KG",False
Lewis Opticians Ltd,False
Lewisham VE Ltd,False
Lexington Medical Inc.,False
Lexion Medical,True
LEXXOO International GmbH,False
"LG Chem, Ltd.",False
LG ELECTRONICS INC,True
LG Prosthetics LTD,False
"LGC Clinical Diagnostics, Inc.",True
"LGC Clinical Diagnostics, Inc.",True
"LGC Clinical Diagnostics, Inc.",True
"LHBIOMED Co., Ltd",False
LHM Medical Technology (Hong Kong) Limited,False
LIAM DEVELOPMENTS BV,False
"Lianyungang Tiannuo Optical Instrument Co.,Ltd.",True
Liaoning Upcera Co Ltd,False
Liberator Ltd,False
Libertech Corporation,True
LiceComb Engineering Ltd,True
Lichfield VE Ltd,False
LID Sotramet,False
LiDCO Ltd.,False
Liebel-Flarsheim Company LLC,False
Life & Mobility,False
Life Assistant Ltd,False
LIfe Science Group,False
Life Science Group Ltd,False
Life Science Investments Ltd,False
Life Science Robotics ApS,False
Life Technologies Corporation,False
Life Technologies Corporation,False
Life Technologies Corporation,False
Life Technologies Holdings Pte. Ltd.,False
Life Technologies Ltd,False
Life Vascular,False
Lifeaz SAS,True
Lifecell Corporation,True
"LifeGlobal Group, LLC",True
Lifelike Dental Ceramics,False
LifeLine Software Inc,False
Lifelines Ltd.,True
Lifelong Meditech Private Limited,True
"LIFEMED CO., LTD",False
LifeScan Europe GmbH,True
LifeScan Scotland Limited,False
"LifeScience PLUS, Inc",False
"LifeScience PLUS, Inc.",False
Lifesignals Inc,False
Lifestream Pharma N.V.,True
Lifestyle Dental Laboratory,False
Lifetech Scientific (Shenzhen) Co Ltd,False
LifeVac Europe Limited,True
Lifeward Ltd,False
Light Guide Optics International Ltd.,True
LightGuide Optics,False
Lighthouse Dental Laboratory,False
Lightlab Imaging Inc.,True
Lightmed Corporation,True
"Lights Medical Manufacture Co.,Ltd.",True
Lightsense Medical Ltd,False
Lightwing Marketing Ltd,True
Lightwood Dental Care,False
Likamed GmbH,False
Liko AB,False
Lima Orthopaedics UK Ltd,False
Limacorporate S.p.A,False
Limbic Limited,False
Limbkeepers LLC,False
Limbus AI Inc.,True
LimFlow SA,True
Limmer Laser GmbH,True
Lin-Zhi International Inc.,False
LiNA Medical ApS,True
LINAUS SRL,True
LINC Medical Systems Ltd,True
Lincotek Bologna Srl,False
Lincotek Medical,False
LINDBERG A/S,False
Linden Leisure Ltd.,False
Lindhe Xtend AB,False
Lindum Dental Studio,False
LINet spol s.r.o,False
"Linhai haomei Glasses Co., Ltd.",False
"Linhai Shuangmei Medical Supplies Co., Ltd.",False
"Linhai west view trading Co., LTD",False
LinkopingsTekniska Fabrik AB,False
Linkverse S.r.l.,True
Linus Health Europe Ltd,True
Linus Health Inc,True
Liofilchem S.r.l.,False
Lionex GmbH,False
LIPOELASTIC a.s.,True
LiqudiPro,False
LiquidPro Ltd,False
LOD Consultancy Limited,False
LIQUIM LIMITED,False
Lisburn VE Ltd,False
Lisclare Limited,False
Lisoma International Ltd,False
"LiteCure, LLC",False
Little Aston Dental Care Ltd,False
Littleover Dental Laboratory,False
LivaNova Deutschland GmbH,False
"LivaNova USA, Inc.",False
"LivaNova USA, Inc.",False
LivAssured B.V.,False
Livedo USA Inc,False
Liverpool Advanced Dental Laboratory,False
Liverpool Brace Place,False
Livetec GmbH,False
Livetec Ingenieurburo GmbH,False
Living With,False
LivsMed Inc.,False
LIW Care Technology Sp. z o. o.,False
Lj dental laboratory,False
LKC Technologies,False
Llandeilo/Llandovery/Old Oak Dental Practices,False
Llusern Scientific Ltd,False
LM Medical Division,False
LM-Instruments Oy,False
Lmb Technologie GmbH,True
LMT Medical Systems GmbH,False
LocaMed Ltd.,False
Lockdown Medical Ltd,False
Lode BV,False
Lodge Dental Laboratory,False
Loewenstein Medical SE & Co. KG,False
Loewenstein Medical Technology GmbH + Co. KG,False
Logical Medical Systems Ltd,False
Logikal Health Products Pty Ltd,True
LogixX Pharma Limited,False
Lohmann & Rauscher International GmbH & Co. KG,True
Lojer Oy,True
Lombard Medical Limited,False
Lomo Industries Ltd,False
London Ceram Ltd,False
London Digital Lab Limited,False
London Health Company (LHC) Ltd,False
London House Denture Clinic and Laboratory Ltd,False
London Medical Laboratory Ltd,False
Long & Pickard,False
"Long Island Technology Group, LLC",True
Longbow First Aid Products Manufactory,False
Longeviti Neuro Solutions,False
Longevity worldwide ltd,True
"LONGFIAN SCITECH CO., LTD",False
Longhorn Vaccines and Diagnostics LLC,False
Looking Good Opticians LTD,False
Loop Diagnostics S.L.,False
Loovara Intimate GmbH,False
Lorne Laboratories Ltd,False
LOTHAR MEDTEC GmbH,True
LOTOS Goldbrillen GmbH,True
LOUGHBOROUGH DENTAL & IMPLANT CENTRE LIMITED,False
Loughborough VE Ltd,False
Loughton VE Limited,False
LOUISE SLOAN OPTICIANS LIMITED,False
Lovat House Dental Practice,False
Love Cosmedical srls,False
Love Dentures,False
Low Vision Care,False
Lowenstein Medical Innovation GmbH & Co. KG,False
Lowestoft VE Ltd,False
LP ITALIANA SPA,False
lpd north east limited,False
LPG SYSTEMS,False
LREsystem Ltd,False
"LSI SOLUTIONS, Inc.",False
LSM-MED S.r.l.,True
LTA Medical,True
LTE Scientific Ltd,False
Luas Diagnostics,False
"Lucas Medical, Inc.",False
"Lucerno Dynamics, LLC",True
Lucid Group Limited,False
Lucida Medical Ltd,False
Luke Barnett Ltd Incorporating Precision Coping Company,False
Lumed,True
LUMed GmbH,True
Lumendi LLC,False
Lumenis (Germany) GmbH,True
Lumenis Be Ltd.,True
"Lumenis Be, Inc.",False
Lumenis Ltd,False
"Lumenis, Inc",False
"Lumicare Medtech Co., Ltd.",False
Luminex Corporation,False
Luminex Corporation,False
"Luminex Molecular Diagnostics, Inc.",False
Luminix Technologies Limited,False
LumiQuick Diagnostics Inc.,False
LumiraDx UK Ltd.,True
Lumitex Medical Devices Inc.,False
"Lumitex Medical Devices, Inc.",True
"LumiThera, Inc.",True
LUMIWHITE LABORATORY LTD,False
LUMLEY OPTICALS LIMITED,False
"Lumos Diagnostic, Inc.",False
Luneau Technology Operations,True
LUNETTES OPTICIANS LIMITED,False
LungHealth Ltd,False
Lunit Inc.,True
Lunor AG,False
Lurgan Dental Lab,False
Luscii healthtech B.V.,True
Lusio Technology Pty Ltd,True
Lustre Skin Ltd,False
"Lutech Industries, Inc.",False
Luton and Dunstable University Hospital NHS Trust,False
Luton VE Limited,False
"Lutonix, Inc",True
LUTRONIC Corporation,False
LUXAMED GmbH & Co. KG,False
Luxe Dental Lab Ltd,False
LUXOTTICA GROUP S.p.A.,False
Luzzani Dental S.r.l.,False
Lydwood Glos Ltd,False
Lyfe Focus Ltd,False
Lymph Control Ltd,False
"Lyncmed Medical Technology (Beijing) Co., Ltd.",False
Lynton Lasers Ltd,False
Lyon Equipment Limited,False
Lys Medical SA,False
Lyttelton Rock Limited,False
LYTTELTON ROCK LIMITED,False
M & A Conservation And Prosthetics Laboratory Ltd,False
M & D McPhee Ltd T/a Airdrie Dental Care,False
M B Dental Laboratory,False
M C Dental Laboratory,False
M G Bolger Dental Laboratory,False
M G Electric (Colchester) Ltd,False
M J Digital Dental Studio,False
M POP Dental Laboratory,False
M-Brace Orthodontics Limited,False
M. C. Dentures,False
M. J. Ryan Eyecare Ltd,False
M. K. MACGREGOR  DENTAL  LABORATORY.,False
M.& M. DENTAL  LABORATORY.,False
M.A. Med Alliance SA,True
M.A.S. Medical S.r.l.,False
M.E.D. Medical Products GmbH,True
M.F.Rosa Dental Laboratory,False
M.G. Kurth GmbH,False
M.G.C. Lamps Limited,False
M.I.S.S. Medizintechnik GmbH,False
"M.I.Tech Co., Ltd.",True
M.J. Underhay Dental Lab,False
M.L.S Dental Laboratory,False
M.V. S.r.l.,False
M&C Eyecare Ltd,False
M&D Healthcare Ltd,False
M&S Connolly ltd ta Dentures Direct,False
"M&S Technologies, a division of The Hilsinger Company Parent, LLC",False
Macclesfield Denture Clinic,False
Macclesfield District General Hospital,False
Mach7 Technologies Canada Inc,False
Macherey-Nagel Gmbh & Co. KG,False
machineMD,False
Mackereth Opticians Ltd,False
Maco Pharma,True
MacroArray Diagnostics GmbH,False
"MacroLux Medical Technology Co., Ltd.",True
"MacroLux Medical Technology Co., Ltd.",True
MacroMedics B.V.,False
Made for Movement Group AS,True
Madhu Instruments Pvt Ltd,False
Mag & More GmbH,True
MAG Orthotics Limited,False
MagBio Genomics Inc,False
Magdalena Zabawa T/as dot dental,False
Magentiq Eye Ltd,True
Maggi srl,False
Magia (Hong Kong) Limited,True
Magic Bullet Limited,False
Magic Happens,False
Magle Chemoswed AB,True
MagnetTx  Oncology Solutions Ltd.,False
Magnum Dental OÜ,True
Magstim Inc,False
magtivio B.V.,False
Mah Sing Healthcare Sdn Bhd,True
"Mahana Therapeutics, Inc.",False
Mahr Impex UK Limited Trading as Mahr Surgical,False
Maico Diagnostics,False
Maidenhead VE Ltd,False
Maidstone Denture Studio,False
Maillefer Instruments Holding S.a.r.l.,False
MaiMed GmbH,True
Mainstay Medical Limited,True
Mainz Biomed Germany GmbH,True
Majestic Industries Ltd,False
Majestic Instruments,False
Majestic Smile Ltd,False
Major Import Export Ltd,False
MAK DESIGN LTD,False
MAK SALE LTD,False
MAK Smiles Services Ltd T/A Lincs Mobile Smiles,False
MAK-SYSTEM Group Ltd.,False
MAKO Surgical Corp,True
Malebox Health Ltd,False
Malik & Collins Ltd,False
Mallinckrodt Manufacturing LLC,True
MANSONS EYECARE LIMITED,False
Mallinckrodt Pharmaceuticals Ireland Limited,True
Malone Smile Design,False
Malsch GmbH,False
Maltron International Ltd,False
Malvern Medical Developments Limited,False
MAM Baby AG,True
Mammendorfer Institut Fur Physik und Medizin GmBH,False
Mammon International Corp.,False
Mammon International Corp. (China),True
MaN Pharma Limited,False
Managed Self Limited,False
Manchester Dental Laboratory,False
Manchester Imaging Limited,False
Manchester University Hospital NHS Foundation Trust,False
Manchester University NHS Foundation Trust,False
Manchester University NHS Foundation Trust,False
Manchester University NHS Foundation Trust,False
Mandelay Kft,False
Manfred Sauer GmbH,True
Manfred Schägner GmbH,True
Mangar International Limited,False
Mango Dental Technologies,False
MANI MEDICAL GERMANY GmbH,True
"MANI, INC.",False
Mannamead Cosmetic Dental Centre,False
Manor Clinic,False
Manor Dentures LTD,False
Mansel St Dental Laboratory,False
Mansfield Dental Laboratory. (H.Tanner),False
Mansfield V E Limited,False
ManukaMed Limited Partnership,True
Manus Neurodynamica Ltd,False
MAPA GmbH,False
"MAQUET (Suzhou) Co., Ltd.",True
Maquet Cardiopulmonary GmbH,False
Maquet Cardiovascular LLC,False
Maquet Critical Care AB,True
Maquet GmbH,True
Maquet SAS,True
Mar-Med Inc.,False
Marais and associates Ltd,False
Marchon Europe B.V.,True
Marchon UK Limited,False
Marcolin S.p.A.,False
Marcus Excelsior Limited,False
MARDALE  DENTAL  LABORATORY.,False
Maren Dental Lab,False
MarFlow AG,False
Margaret Platt,False
Marizyme Inc.,False
Mark Archer Dental Ceramics,False
Mark Bladen Dental Laboratory,False
Mark Cleary Dental,False
Mark Darling Eyecare Ltd,False
Mark Hancock Dental Technician,False
Mark Instruments Private Ltd,False
Mark Jagger Specialist Orthodontics,False
Mark Tucker T/as MT Ceramics (Account No:  CA016933),False
Mark Wilkinson,False
MARK-UP TOOLS LIMITED,False
"mark'ennovy Personalized Care, S.L.",False
Marker Americas LP,False
Market Harborough VE Limited,False
Marketlab Inc.,False
Marlborough Clinic Belfast - Digital Lab,False
Marlborough Dental Studio Limited,False
Marlen Manufacturing & Development Co.,False
MARMA LIMITED,False
MARMA VISION LIMITED,False
Marola Dental Laboratories Ltd,False
"Marpac, Inc.",True
Martin Docking Ltd T/A Dental Precision,False
Martin Johnson Opticians Ltd,False
Martin P Jacobs,False
Martin Smith Opticians,False
Martin Storey Limited,False
Martin Wright Crown and Bridge Specialist,False
Maruchi,True
Marvin Hough Dental Technician,False
MaRVis Interventional GmbH,False
Masalo KG,True
Mascia Brunelli SpA,False
Masimo Corporation,True
"Masket Design, LLC",False
MASMEC S.p.A.,False
Mast Diagnostica GMbH,True
Mast Group Ltd.,False
Mastelli Srl,False
Masterclass Dental Laboratory,False
MATAP II dba Avulux,False
Materialise NV,False
MAXILLOFACIAL PROSTHETICS LABORATORY.,False
MATEX LAB SPA,False
MATHESON OPTOMETRISTS LTD,False
Mathys Ltd Bettlach,False
Matia Robotics (US) Inc,False
Matoke Holdings Limited,False
MatOrtho Limited,True
Matricel GmbH,False
Matrix Dental Laboratory Limited,False
Matrix Diagnostics Ltd,False
Matrix Seating Limited,False
"Matsunaga Manufactory Co., Ltd.",False
"Matsunami Glass Ind., Ltd.",False
Mattana UK Limited,False
Matthew Clay Dental Laboratory,False
Matthew Phelan Ceramics,False
Maui Jim Inc,False
Mavera Medical Devices Inc.,False
"Maverick Sports Medicine, Inc dba Pro-Tec Athletics",True
Mavidon Medical Products,False
Mavig GmbH,True
Mawi DNA Technologies LLC,False
"Max Mobility, LLC",False
Maxigen Biotech Inc.,True
Maxillo-Facial & Orthodontic Laboratory,False
"Maxillofacial and Dental Laboratory, Worcestershire Acute Hospitals NHS Trust",False
Maxillofacial and Orthodontic Laboratory,False
MAXILLOFACIAL LABORATORY & PROSTHESIS CLINIC.,False
"Maxillofacial Laboratory, Lister Hospital, East and North Herts. NHS Trust",False
Maxillofacial Prosthetics Service,False
"Maxtec, LLC",True
MAXTER GLOVE MANUFACTURING SDN BHD,True
Maxvue Vision Sdn. Bhd.,False
Maxwell Glove Manufacturing Bhd,False
"Maxx Orthopedics, Inc",False
Maxxcare BV,False
"Maya Astra Technology Co., Ltd",False
Maybach Icons of Luxury GmbH,True
Mayborn Group,False
Mayflower Medical Supplies Ltd,False
Maywood Dental,False
Mazado Inc.,False
Mazor Robotics Ltd.,True
MB Products Ltd,False
MBK GROUP LIMITED,False
MBK Group Tekstil Sanayi İc Ve Dis Tic. Ltd. Sti,False
MBP - Medical Biomaterial Products GmbH,False
"MC3, Inc.",False
McAnnor Optical ltd t/a Cherwell Opticians,False
McBio s.r.l,False
"McCarthy Dental Laboratory,",False
McCracken Opticians Ltd,False
McDermott Laboratories Ltd. t/a Mylan Dublin Respiratory,False
McDowell & Service Dental Laboratory,False
McGrath Dental,False
McMichen Brooks Dental Care Ltdlt,False
McMillan Dental Laboratory LTD,False
MCTBIO Co Ltd,True
Mcube Technology Co Ltd.,False
MD Dental Services (Laboratory) Ltd,False
"MD Orthopaedics, Inc.",False
MD Skin Solutions,False
MD TECH S.R.L,False
MD Trading Ltd,False
MDD Company GmbH,True
MDF Instruments Medifriend Inc.,True
Mdh Sp. z.o.o.,False
MDJ SAS,False
MDL Creative Crowns LTD,False
MDM BV,False
MDS Medical Limited,False
MDS Medical Technologies,False
MDT Micro Diamond Technologies Ltd.,True
MDT sp. Z o.o.,True
ME.BER. SRL Unipersonale,True
MEC Medical Limited,False
MECCELLIS BIOTECH,True
MECTA Corporation,False
Mectron S.p.A.,False
Med Europe European Medical Supplies S.R.L,False
MED-EL Elektromedizinische Geraete Gesellschaft m.b.H.,False
Med-Logics Inc,False
Meda Co Ltd,False
Medema A/S,True
MEDA Co. Ltd,False
Meda Pharma S.p.A.,True
Medacta International SA,False
medaia GmbH,False
Medalin Limited,False
MedAlliance CardioVascular SA,True
Medanets Oy,False
Medartis AG,False
Medasense Biometrics Ltd.,True
Medasil (Surgical) Ltd,False
Medax S.r.l. Unipersonale,False
Medaxis AG,True
Medbar Tibbi Malzemeler Turizm San. ve Tic A.S.,False
Medbone – Medical Devices Ltd.,False
"MEDCAPTAIN Medical Technology Co., Ltd.",True
MedCare Visions GmbH,False
Medcem GmbH,True
MedChip Solutions Ltd,False
MedCom Gesellschaft fur medizinische Bildverarbeitung mbH,False
MedCu Technologies Ltd,True
MedDream UAB,False
MEDE Technik,True
MEDEALIS GmbH,True
Medeco B.V.,False
Medeco BV,True
MEDEL Medizinische Elektronik Handelsgesellschaft mbH,True
Medela AG,True
Medency Srl,False
Medenta Laboratories Ltd,False
Medentech Limited,True
Medentika GMBH,False
medentis medical GmbH,True
Medentra Manufacturing,True
MedEnvision BV,True
MEDesign Limited,False
Medevo s.r.o.,True
Medevolve Limited,True
Medex,False
Medex FMT,False
"Medex International, Inc",False
Medezine Ltd,False
Medfac UK Ltd,False
MedFact Engineering GmbH,False
"Medfix International, LLC",False
Medfor Products Ltd,True
"Medfruition Electronics Technology Co., Ltd.",True
MedGyn International Inc.,False
"Medi First Co., Ltd.",False
medi GmbH & Co KG,False
medi UK Ltd,False
Medi-Globe GmbH,True
Medi-Line S.A.,False
Medi-Plinth Equipment Limited,False
Medi-Tate Ltd,True
"Mediaburst Limited (trading as ""Florence"")",False
Mediagnost GmbH,False
mediaire GmbH,False
Medial EarlySign Ltd,True
"Mediana Co., Ltd.",False
Medibord Limited,True
Medica Europe B.V.,True
medica Medizintechnik GmbH,True
Medica Reg Limited,False
Medica S.p.A.,True
mediCAD Hectec GmbH,False
"MEDICAL & BIOLOGICAL LABORATORIES CO., LTD.",False
Medical Bees GmbH,True
Medical Brands Developments BV,True
Medical Brands Innovations BV,True
Medical Communications GmbH,False
Medical Components Inc. (dba. Medcomp®),False
Medical Developments International Limited,True
Medical Device Management Ltd,True
Medical Device srl,False
MEDICAL DEVICES (PVT) LTD.,True
Medical Devices Technology International Ltd,False
MEDICAL DIAGNOSIS,False
Medical ECONET GmbH,True
Medical Engineering,False
Medical Engineering Resource Unit (MERU),False
Medical Enterprises Europe B.V.,True
Medical Equipment Europe GmbH,False
Medical Filtration Solutions Limited,False
MEDICAL GmbH Medizintechnik,True
Medisoft Limited,False
Medical Graphics Corporation,False
Medical Iberica S.A.,False
Medical Indicators Inc,False
Medical Innovation Developpement,True
"Medical Instrument Development Laboratories, Inc.",False
Medical Magnesium GmbH,True
Medical Manufacturers Pty Ltd,False
Medical Measurement Systems B.V,False
Medical Microinstruments Inc.,False
"Medical Positioning, Inc",False
Medical Quant Ltd.,True
Medical Respiratory Devices S.L.,False
Medical Service GmbH,True
MEDICAL SPECIALTIES OF CALIFORNIA UK LIMITED,False
Medical Technologies Ltd,True
Medical Wire & Equipment Co Bath (Ltd),False
Medical-Latex (DUA) Sdn. Bhd.,True
medical2market.BV,False
Medicalgorithmics S.A.,True
"MEDICALIP Co., Ltd.",False
Medicalplastic s.r.l.,False
Medicap Homecare GmbH,True
MEDICAP Srl,False
"MediCapture, Inc.",True
Medicare Colgate Ltd,False
Medicare Products Ltd,False
Medicareplus International Limited,True
Medicareplus International Ltd,True
Medicel AG,True
Medicem Technology  s. r. o.,False
MEDICEPT UK LTD,False
Medichecks.com Ltd,False
medichema GmbH,True
medichema GmbH,True
Medicina Ltd,False
"Mediclus co., ltd",True
Medico Electrodes International Ltd.,True
Medico Technology Co Ltd,False
"Medico Technology Co., Ltd.",True
Medicom Healthcare BV,True
MEDICOM HEALTHCARE LIMITED,False
Medicom SAS,True
Medicon eG,True
Medicontur,False
Medicoplast International Gmbh,True
Medicrea International,True
Medicure Instruments,False
Medicus Health Ltd,False
Medifa GmbH,True
Medifactia AB,True
Medifirst Co. Ltd,False
Mediflex Surgical Products,False
Medigarments Ltd.,False
medikall GmbH,False
Medikokim,False
Medilogic UK Limited,False
Medima Sp.z o. o.,False
Medimaging Integrated Solution Inc,False
Medimaging Integrated Solution Inc.,False
Medimaps Group SA,False
MediMatch Dental Laboratory,False
MediMatic Srl,True
Medin a.s,False
Medin Medical Innovations GmbH,True
Meding GmbH,True
MEDINOX LONDON LIMITED,False
Medio-Haus Medizinprodukte GmbH,False
Medion Grifols Diagnostics AG,False
Medipin Limited,False
Mediplast AB,True
Mediplus Ltd,True
MediPurpose Pte.Ltd.,False
Mediq Healthcare UK Ltd,True
Mediracer Oy,True
Mediroyal Nordic AB,True
Medis Medical Imaging Systems UK,False
Medisafe UK Limited,True
Medisana GmbH,True
"Medisarang Co., Ltd",False
Medisim Ltd,True
Mediso Medical Imaging Systems Ltd.,True
Medisoft Ram Italia srl,False
Medisoft S.A.,True
Medisporex Pvt Ltd,False
Medistim ASA,True
Medisun Gmbh,False
Medisys,False
Medit Corp.,True
MEDITE Medical GmbH,True
Meditec Source GmbH & Co. KG,True
Meditech Endoscopy Limited,True
Meditech International Inc.,True
Meditech Kft,False
Meditech Systems Ltd,False
Meditelle Ltd,False
Meditera Tıbbi Malzeme Sanayi ve Ticaret Anonim Şirketi,False
MEDITES PHARMA spol s.r.o,False
"MEDITHINQ CO., LTD.",False
Meditrade GmbH,True
Meditrina Inc.,False
Medivance Instruments Limited,False
"Medivance, Inc.",True
Medivators Inc.,False
Medivys Ltd,False
MediWhale Inc.,False
Medizintechnik Promedt GmbH,False
"Medker Medical Electronic Tech (Shenzhen) Co., Ltd",True
Medkonsult Medical Technology s.r.o.,True
Medlac S.r.l.,True
Medlander Medical Technology Inc.,True
Medlife Ltd,True
MEDlight GmbH,True
"Medline Industries, LP",True
Medline International France SAS,False
Medlinescientific,False
MedLogic Limited,False
medmix Deutschland GmbH,True
medmix Switzerland AG,True
Medmont International PTY Ltd,False
MedNet GmbH,True
Medoc Ltd.,True
Medoffice Sağlık Endüstri A.Ş,False
MedOne Surgical Inc.,False
MEDOS INTERNATIONAL SARL,True
Medovate Limited,False
Medovex Pty Ltd,False
Medpage Ltd,False
medPhoton GmbH,False
MEDPLUS INC.,True
Medprin Biotech GmbH,True
MedRx,False
MedSafety Solutions,False
"Medscope Biotech Co., Ltd.",True
MedSkin Solutions Dr. Suwelack AG,True
Menrad Optics Ltd,False
Medstrom Healthcare Ltd,False
Medstrom Ltd,False
Medtec LLC dba CQ Medical,False
MedTec Medizintechnik GmbH,True
Medtech SAS - Zimmer Biomet Robotics,False
Medtrade Products Ltd,False
Medtrica Solutions Ltd,False
MEDTRON AG,False
Medtronic B.V.,False
Medtronic CoreValve LLC,False
Medtronic CryoCath LP,False
Medtronic MINIMED,True
Medtronic Navigation Inc.,True
Medtronic Navigation Inc.,True
Medtronic Powered Surgical  Solutions Inc.,False
Medtronic Sofamor Danek Inc.,False
Medtronic Xomed Inc,False
"Medtronic, Inc",True
"Medtronic, Inc.",True
MEDTRUM TECHNOLOGIES INC.,True
"MedWaves, Inc.",False
Medway Inc,False
"Medwell Medical Products Co., Ltd.",True
Medwin France SAS,False
MedX Health Corp.,True
MedXL Inc.,True
MedXPress.pro,True
MEDYTOX Inc.,True
